-4.000000	5.000000	-3.550000	4.500000	
-3.550000	5.000000	-3.100000	4.500000	
-3.100000	5.000000	-2.650000	4.500000	
-2.650000	5.000000	-2.200000	4.500000	
-2.200000	5.000000	-1.750000	4.500000	
-1.750000	5.000000	-1.300000	4.500000	
-1.300000	5.000000	-0.850000	4.500000	
-0.850000	5.000000	-0.400000	4.500000	
-0.400000	5.000000	0.050000	4.500000	
0.050000	5.000000	0.500000	4.500000	
0.500000	5.000000	0.950000	4.500000	
0.950000	5.000000	1.400000	4.500000	
1.400000	5.000000	1.850000	4.500000	
1.850000	5.000000	2.300000	4.500000	
2.300000	5.000000	2.750000	4.500000	
2.750000	5.000000	3.200000	4.500000	
3.200000	5.000000	3.650000	4.500000	
3.650000	5.000000	4.100000	4.500000	
4.100000	5.000000	4.550000	4.500000	
4.550000	5.000000	5.000000	4.500000	
-4.000000	4.500000	-3.550000	4.000000	
-3.550000	4.500000	-3.100000	4.000000	
-3.100000	4.500000	-2.650000	4.000000	
-2.650000	4.500000	-2.200000	4.000000	
-2.200000	4.500000	-1.750000	4.000000	
-1.750000	4.500000	-1.300000	4.000000	
-1.300000	4.500000	-0.850000	4.000000	
-0.850000	4.500000	-0.400000	4.000000	
-0.400000	4.500000	0.050000	4.000000	
0.050000	4.500000	0.500000	4.000000	
0.500000	4.500000	0.950000	4.000000	
0.950000	4.500000	1.400000	4.000000	
1.400000	4.500000	1.625000	4.250000	
1.625000	4.500000	1.850000	4.250000	
1.400000	4.250000	1.625000	4.000000	
1.625000	4.250000	1.850000	4.000000	
1.850000	4.500000	2.075000	4.250000	
2.075000	4.500000	2.300000	4.250000	
1.850000	4.250000	2.075000	4.000000	
2.075000	4.250000	2.300000	4.000000	
2.300000	4.500000	2.750000	4.000000	
2.750000	4.500000	3.200000	4.000000	
3.200000	4.500000	3.650000	4.000000	
3.650000	4.500000	4.100000	4.000000	
4.100000	4.500000	4.550000	4.000000	
4.550000	4.500000	5.000000	4.000000	
-4.000000	4.000000	-3.550000	3.500000	
-3.550000	4.000000	-3.100000	3.500000	
-3.100000	4.000000	-2.650000	3.500000	
-2.650000	4.000000	-2.200000	3.500000	
-2.200000	4.000000	-1.750000	3.500000	
